source,target,weight
Julia Allen,Audra Avila,0.37917793
Stephen Gonzales,Lee Moss,0.33394626
Donald Young,Joshua Alexander,0.335596
Jerry Moore,Charlie Andrews,0.39940348
Robert Cooper,Raymond Martinez,0.12604773
Veronica Zimmerman,Naomi Mclaughlin,0.63736933
Sadie Mccarthy,Marlin Hardesty,0.4629102
Paula Foster,Adrian Phillips,0.52153766
Bobby Sanchez,Ruth Davis,0.1966869
Lillian Hill,Aurea Parrott,0.26035324
Mattie Watts,Shirley Olson,0.3801007
Joseph Bennett,Anne Nash,0.4600921
Marion Palmer,Minh Graf,0.28861976
Allison Jennings,Melinda Knight,0.22045994
Stacey Stephens,Judie Meacham,0.2508114
Michael Wright,Carlos Moore,0.3537323
Nicole Kelly,Helen Padilla,0.64954364
Angie Ross,Freda Hardy,0.54811364
Herman Sanders,Sabrina Love,0.571072
Joel Joseph,Hugo Torres,0.2842105
Eugene Turner,Jasmine Lyons,0.27348226
Warner Stephenson,Weston Belanger,0.26232573
Terence Ray,Frankie Spencer,0.28334734
Sean White,Nicole Perry,0.64244044
Howard Young,Cory Gross,0.22611547
Paulette Bridges,Anita Bailey,0.22080407
Constance Parks,Wally Bankston,0.52780116
Lisa Ward,Gretchen Stone,0.46795973
Maria Frazier,Helena Grice,0.16741106
Tanisha Conklin,Mallory Schubert,0.1949251
Keith Williams,Winifred Armstrong,0.43171534
Ralph Rivera,Rose Powell,0.3072225
Kerry Schneider,Ruby Williamson,0.4743363
Denise Armstrong,Zella Bratcher,0.4067684
Kenneth Ross,Bobbie Mcdonald,0.5427745
Sandy Price,Elinor Hayden,0.38344908
Wilbur Blair,Dania Metzler,0.22202095
Latarsha Daugherty,Christin Patino,0.1775628
Kenneth Cox,Stevie Butts,0.44187918
Janice Anderson,Tommie Chapman,0.5223527
Benny Diaz,Dawn Gutierrez,0.036883406
David James,Vera Sanchez,0.32091036
Lois Smith,Ida Patterson,0.25419083
Vivian Frank,Clarita Coates,0.11556483
Aaron Rogers,Domingo Wallace,0.31529945
Kerry Lambert,Chase Kitchens,0.39691702
Wayne Walker,Dorothy Carter,0.17562065
Carla Arnold,Idell Collado,0.54690975
Ronald Gregory,Chung Bickford,0.36546174
Carlos Jones,Madaline Weller,0.36167532
Emily Taylor,Sherry Marshall,0.2722368
Nancy Morgan,Gladys Larson,0.37858844
Miguel Klein,Rosie Newton,0.23920465
Raymond Chapman,Lamont Eller,0.64280486
Louise Butler,Nicole Evans,0.3516189
Ruby Hernandez,Anne Nash,0.3138455
Roger Nelson,Clint Knight,0.32191113
Catherine Foster,Carolynn Stacey,0.36744928
Judy Clark,Carlos Jones,0.113437824
Chris Cooper,Emmett Alvarez,0.530648
Guadalupe Tyler,Bobbye Crosby,0.50206304
Gilbert Perkins,Warner Stephenson,0.29249188
Maria Sanders,Steven Williams,0.24869913
Melba Yates,Jamila Abreu,0.3151673
Angela Armstrong,Britt Poirier,0.36396468
Vera Sanchez,Jaime Howell,0.44829258
Johnny Turner,Tasha Owens,0.32078496
Bruce Morris,Felicia Gray,0.3453431
Santo Heck,Hank Mahan,0.3106377
Richard Stewart,Mildred Allen,0.0930574
Teresa Bass,Francis Walton,0.23947448
Shemeka Folse,Harrison Kohn,0.32090688
Ralph Wright,Helen Padilla,0.6904663
Kimberly Bailey,Amy Gray,0.22741067
Greg Salazar,Ernestine Williamson,0.41657886
Debbie Jennings,Nidia Mccarter,0.13990602
Norman Bryant,Denise Armstrong,0.31784904
Percy Griffith,Charlene Jefferson,0.50305533
Helen Flores,Elsie Garza,0.47906825
Maria Jenkins,Dacia Loyd,0.38510597
Jason Gray,Nancy Morris,0.33810154
Eugene Turner,Arnita Herrick,0.2355797
Christina Tate,Gertude Kingsley,0.3137
Gabriel Dennis,Erma Carpenter,0.33986044
Steven Frazier,Virgilio Hite,0.37299395
Jean Caldwell,Jessie Hart,0.51346326
Stephen Gonzales,Summer Hudgens,0.28111783
Lori Anderson,Leticia Garrett,0.4369258
Sherri Ruiz,Ola Sinclair,0.21984977
Keith James,Eunice Becker,0.41387507
Carole Palmer,Kristi Mitchell,0.05504448
Esther Mcbride,Billie Blake,0.45946255
Andrew Washington,Martin Johnson,0.503212
Maggie Lane,Maxine Berry,0.27557254
Gloria Jones,Leigh Daniel,0.25173423
Dean Cross,Gladys Nunez,0.20974025
Seth Webb,Lisa Ramirez,0.7547856
Patrick White,Ollie Ball,0.40048012
Douglas Reyes,Roy Cross,0.10647098
Enrique Olson,Demetrius Forbes,0.5210624
Joan Long,Joyce Green,0.51100826
Wanda Butler,Wanda Powell,0.42196307
Henry Baker,Matthew Roberts,0.2162976
Chris Rivera,Ellen Huff,0.9251927
Larry Phillips,Danny Bass,0.549911
Simon Jefferson,America Alarcon,0.17765939
Donna Cox,Craig Wood,0.3657778
Phyllis Hernandez,Whitney Simon,0.35460925
Jerry Moore,Jerrell Mcmurray,0.2219705
Colleen Wilkerson,Meghan Ortega,0.6196169
Brandy Wade,Ji Leach,0.25879386
Jessica Miller,Abel Cole,0.32335883
Brian Gonzalez,Brittany Silva,0.22902066
Louise Williams,Toni Spencer,0.24948469
Beatrice Francis,Kay Jefferson,0.20232117
Douglas Reyes,Cora Gomez,0.279517
Joya Freedman,Audra Avila,0.34595832
Peter Bowers,Tasha Owens,0.4215254
Katherine Hill,Monet Limon,0.42095998
John Rogers,Maureen Curry,0.40739903
Eugene Turner,Teresa Bass,0.38852566
Charles Hill,Tina Gross,0.3878601
Yolanda Dean,Bonnie Parsons,0.1847718
Anna Howard,Shirley Bryant,0.47563872
Steve Powell,Tasha Owens,0.3231647
David Scott,Terry Bell,0.20470151
Donald Massey,Desiree Robbins,0.5537055
Rhonda Curry,Teresa Bass,0.21109927
Clayton Freeman,Eva Chavez,0.36605445
Kathy Reed,Lisa Ramirez,0.48785582
Dean Cross,Anne Nash,0.38209248
Gregory Lewis,Rachel Summers,0.60395545
Sara Shaw,Chase Kitchens,0.28023502
Melba Yates,Pat Marshall,0.38243052
Dawn Gutierrez,Shawnee Sotelo,0.7809731
Brian Gonzalez,Jasmine Hogan,0.37975392
Teresa Patterson,Sherri Caldwell,0.3074908
Steven Thomas,Edison Boothe,0.45229128
Moses Simpson,Desmond Yanez,0.34516087
Norma Clark,Alicia Barber,0.3238987
Aaron Rogers,Winifred Armstrong,0.43795684
Joe Simmons,Javier Hawkins,0.29503375
John Rogers,Jo Cunningham,0.27205682
Jose Cook,Karla Schmidt,0.22455153
Sarah Kelly,Luke Sharp,0.2445716
Kevin Lee,Cody Larson,0.63353306
Oscar Collier,Melanie Wells,0.17167246
Ira Gordon,Kari Garza,0.28560698
Jack Hughes,Erin Barnett,0.33845133
Desiree Brock,Hazel Stewart,0.1730479
Bruce Morris,Erma Carpenter,0.45154443
Joshua Perry,Carmen Owen,0.57845825
David James,Jacob Ramirez,0.3034656
Wayne Watson,Vanesa Gatlin,0.15559462
Saul Crawford,Asha Saucedo,0.30115926
Anne Jenkins,Christin Patino,0.20045203
Nancy Morgan,Rubie Brackett,0.4136034
Tasha Harmon,Dania Metzler,0.57469547
Emily Martin,Erick Flowers,0.23131844
Ruby Lopez,Samuel Thompson,0.16605794
Randal Hudson,Piedad Southerland,0.28022957
Andrea James,Zola Keel,0.42581335
Gertude Kingsley,Aleshia Barham,0.44856057
Virginia Wood,Sha Coffey,0.45437738
Alison Craig,Patsy Fowler,0.25695398
Darin Mcguire,Kate Sharp,0.4201621
Kimberly Bailey,Louise Mathis,0.48544118
Donald Nelson,Janet Tucker,0.42035577
Maria Sanders,Mika Aranda,0.38938954
Billy Green,Brett Webster,0.22426134
Jose Walker,Dwayne Wolfe,0.42686716
Shawn Harris,Margie Nguyen,0.4038209
Victoria Morales,Nichole Watson,0.56661236
Denise Montgomery,Adrian Phillips,0.54013044
Kimberly Hill,Jorge Peters,0.36158344
Cynthia Roberts,Lyle Yates,0.6340985
Otis Waters,Cory Sumner,0.38301656
Jennie Gardner,Audra Avila,0.32634827
Nicholas Nelson,Danny Bass,0.34589177
Laura Mitchell,Caleb Murphy,0.13684621
Tasha Harmon,Karole Grier,0.566066
Rachel Ward,Minh Graf,0.36161992
Margarita Delgado,Tasha Owens,0.36442685
Kendra Mccoy,Faye Norman,0.4725921
Calvin Copeland,Jared Pope,0.49517503
Sherry Marshall,Melvin Little,0.24480441
Brandy Harmon,Audrey Ortega,0.41089436
Laura Martinez,Ervin Mccormick,0.41955492
Guadalupe Santos,Muriel Hicks,0.44423452
Delia Hayes,Scottie Hamel,0.31389362
Maria Jenkins,Lionel Vaughn,0.33976158
Amanda Sanders,Kaylee Santana,0.51754016
Andrea Jones,Piedad Southerland,0.46673062
Lucille Morales,Valerie Dawson,0.23877525
John Diaz,Leah Mcbride,0.1571028
Diane Ramirez,Thanh Regan,0.2818208
John Diaz,Jeffrey Clark,0.21475407
Marie Taylor,Elsa Murray,0.30695754
Joan Thomas,Kathern Greathouse,0.2739238
Misty Hill,Brittany Silva,0.2948186
George Clark,Nancy Morgan,0.20501629
Billy Torres,Kenneth Tucker,0.30483592
Gary Edwards,Charlie Andrews,0.34255612
Billy Collins,Raquel Ramos,0.41389325
Cynthia Miller,Bonita Burleson,0.23402902
Megan Weber,Desiree Robbins,0.3381377
Tammy Jones,Ignacio Medina,0.23874411
Rebecca Perez,Allison Jennings,0.24294746
Shawn Harris,Diane Ward,0.26727378
Jason Adams,Sonja Reed,0.3809316
Jeffrey Butler,Nadine Norman,0.22390455
Shawn Baker,Maris Hayden,0.49393728
Timmy Garner,Nichole Watson,0.2732347
Ernest Brooks,Kellie Willis,0.4459245
Raymond Long,Rachell Broussard,0.40968946
Saul Crawford,Wilma Olson,0.45740512
Sue French,Tracie Rivers,0.8441214
David James,Ozella Mcbee,0.5132071
Annie Cooper,Charlene Jefferson,0.49944666
Bobby Morris,Warren Bridges,0.24153176
Tammy Robinson,Myra Mcdaniel,0.58555186
Carl Ramirez,Gertude Kingsley,0.637958
Keith Dean,Joyce Malone,0.5607732
Michelle Bryant,Anne Jenkins,0.41622105
Benjamin Kelly,Hsiu Alcorn,0.40074977
Claire Pearson,Bobbye Crosby,0.27083886
Gary Cooper,Cynthia Singleton,0.4306353
Frankie Spencer,Kimberly Lowe,0.31839335
Suzanne Byrd,Nadine Bryan,0.30607
Crystal Briggs,Melanie Elliott,0.6369816
Elaine Thompson,Rutha Blodgett,0.42023245
Glenn Martinez,Lyle Yates,0.33887148
Howard Young,Alejandro Perez,0.43680385
Ruth Davis,Jennifer Butler,0.46255782
Thad Judd,America Alarcon,0.20429614
Virginia Patterson,Bessie Bell,0.24340466
Richard Hernandez,Miranda Green,0.23146704
Janice Carson,Janie Anderson,0.30212152
Alexis Vargas,Isaura Lemus,0.4604359
Bethany Schmidt,Deanna Thompson,0.3142319
Sandra Sanchez,Jack Hughes,0.21547651
Tomoko Kimble,Scottie Hamel,0.15616524
Esther Mcbride,Yolanda Dean,0.45259324
William Bennett,Dominic Schultz,0.19474262
Keith James,Diana Cruz,0.5491283
Warren Bridges,Connie Grant,0.2843044
Judy Stewart,Xochitl Runyon,0.45296612
Nancy King,Louise Hall,0.1725089
Melba Yates,Michelle Washington,0.24839845
Carlos Thompson,Lynette Hall,0.6175495
Julia Richardson,Jasmine Chapman,0.5799325
Donald Griffin,Elizabeth Thomas,0.2175822
Alice Brown,Brandon Morton,0.390825
Kathy Reed,Earnest Joseph,0.7576807
Mona Todd,Rubie Brackett,0.23295864
Calvin Goodman,Audrea Belanger,0.42483738
Louise Mathis,Kaylee Santana,0.46239927
Margie Nguyen,Tamisha Nunes,0.4382603
Colleen Wilkerson,Shirley Porter,0.728329
Bradford Fuller,Natashia Glynn,0.610103
Traci Day,Truman Hindman,0.47853455
Sandra Moran,Christin Patino,0.7225987
Ernest Collins,Valerie Lopez,0.5351713
Frances Lewis,Agnes Shelton,0.60591656
Howard Phillips,May Sparks,0.30402273
Carroll Newman,Jaime Collier,0.27912307
Randy Harris,Steve Roberts,0.0375712
Sherri Caldwell,Alane Bartels,0.1865074
Stephanie Ball,Sheryl Guzman,0.29380906
Lori Anderson,Ji Leach,0.31273022
Sharon Bryant,Bonnie Hubbard,0.51054645
Dave Lawrence,Abraham Daniels,0.20074901
Keith Williams,Tommie Chapman,0.34978294
Angela Wood,Sheldon Curry,0.44114247
Jeannette Jordan,Alex Madrid,0.17067224
Evelyn Jackson,Brandy Adams,0.45248923
Anna Garcia,Lisa Ward,0.31729642
Martin Edwards,Anne Jenkins,0.4326385
Angela Wood,Adell Lilly,0.51180685
Jack Ward,Lillian Rogers,0.57552767
Jane Campbell,Troy Lu,0.31922242
Rebecca Howard,Joanne Fitzgerald,0.4322103
Gary Cooper,Shirley Bryant,0.5344713
Mitchell Patton,Mika Aranda,0.4599
Penny Frank,Olivia Little,0.16006699
Alberta Wise,Jill Mann,0.35364524
Louise Mathis,Lanora Mott,0.2602519
Willie Taylor,Vivian Frank,0.47819963
Alexandra Richardson,Lorene Casey,0.28753546
Pete Perez,Henrietta Brown,0.3963063
Michelle Brooks,Shelley Cortez,0.35043243
Tina Martin,Shelba Hills,0.3610171
Rebecca Jenkins,Rafaela Newell,0.29403016
Philip Torres,Ignacio Medina,0.29972205
Kelly Green,Mandy Lawrence,0.23858342
Jesse Anderson,Alice Brown,0.3793934
Jason Gray,Coy Worthington,0.27612212
Edward Harris,Essie Bowers,0.29048616
Caroline Holland,Karma Marcus,0.30577302
Harold Cunningham,Lizzette Sherwood,0.24385574
Shari Harper,Janie Hamilton,0.4891689
Ollie Ball,Rema Tanner,0.18585241
Helen Figueroa,Amalia Redding,0.2415568
Mark Hughes,Molly Chavez,0.36825484
Phillip Wood,Lashawnda Quick,0.3146645
Kristine Ross,James Miller,0.2775507
Ida Reed,Carol Lowery,0.24694058
Karri Wilhelm,Isabelle Roper,0.14334404
Marty Chavez,Vicki Hansen,0.27578273
Louise Williams,Hank Crist,0.32576638
Aaron Hunter,Kristin Sanders,0.262799
Johnny Wilson,Lisa Ward,0.29632062
Edward Torres,Courtney Gomez,0.51642
Louise Hall,Alonzo Garner,0.58230126
Sandy Foster,Sharon Wilkerson,0.35558894
Abraham Daniels,Moriah Edward,0.33654514
Mary Williams,Allison Patrick,0.5880405
Kathryn Brooks,Marlin Hardesty,0.7247294
Daisy Cox,Lela Sutton,0.41750726
Esther Mcbride,Weston Belanger,0.42626777
Jason Gray,Judie Meacham,0.49735537
Nancy King,Jasmine Burke,0.18261582
Randal Hudson,Leigh Benson,0.3915327
Elizabeth Thomas,Gregory Lewis,0.41747627
Delia Townsend,Billie Blake,0.53341013
Jimmy Reed,Joyce Green,0.5629783
Judith Romero,Kathern Greathouse,0.30451286
Beverly Parker,Olivia Little,0.23975542
Ruth Alexander,Shona Fortner,0.33337995
Milton Steele,Sabrina Love,0.30548316
Johnathan Simpson,Marsha Campbell,0.41592148
Joseph Bennett,Kerstin Hahn,0.6350447
Terry Hernandez,Darrell Schwartz,0.30556834
Ellie Lebron,Mia Fish,0.26864886
Bessie Bell,Melba Yates,0.42283586
Shannon Wood,Rachael Riley,0.3814017
Beverly Taylor,Faith Carter,0.30863518
Ashley Lopez,Valerie Mendoza,0.4996558
Alan Cooper,Bud Menard,0.40405026
Clarence Lewis,Maxine Berry,0.48329237
Irene Perry,Erick Flowers,0.5588928
Billy Green,Anne Jenkins,0.2362301
Nancy Lloyd,Tommie Fields,0.43663397
Kelli Turner,Charlie Andrews,0.46499482
Nicole Perry,Lucia Buchanan,0.25705403
Janice Anderson,Meg Cable,0.24024844
Jana Harrington,Erin Barnett,0.51070964
Delia Hayes,Mandie Cecil,0.53713924
Stacey Richards,Wanda Williams,0.16103098
Eunice Becker,Randal Hudson,0.35442936
Samuel Thompson,Marilyn Alexander,0.21554846
Shelba Hills,Lin Fontenot,0.3901196
Willie Hernandez,Albert Vega,0.21651691
Nicole Hill,Jane Gonzales,0.7000163
Ellen Bowman,Norma Kelley,0.43198183
Christie Morris,Clint Knight,0.32332015
Brenda Gonzalez,Louise Mathis,0.56032777
Guadalupe Santos,Latarsha Daugherty,0.4121935
Barbara Rogers,Henrietta Brown,0.19413364
Tara Drake,Brandon Morton,0.63881266
Cynthia Roberts,Vincent Francis,0.38187295
Keith James,Shelba Hills,0.59139496
Helen Sanchez,Brandon Morton,0.23587456
Shelley Powers,Lana Mack,0.23429793
Monica Luna,Tomoko Kimble,0.29922286
Brittny Fanning,Mia Fish,0.08235683
Jimmy Reed,Wanda Powell,0.43129948
Willie Hernandez,Britta Shannon,0.42021456
Beverly Brown,Brittny Fanning,0.5506559
Fred Mitchell,Kevin Long,0.358459
Lisa Coleman,Jody Arnold,0.28780386
Guadalupe Santos,Erick Nguyen,0.33840567
Clarence Scott,Thomas Taylor,0.57298076
Dania Metzler,Lane Fusco,0.22472703
Abel Cole,Ramona Fowler,0.40958545
Ralph Rivera,Sachiko Holiday,0.38270113
Jerry Morgan,Natalie Rodgers,0.61533827
Calvin Copeland,Sandra Moran,0.69638574
Thomas Brooks,Lila Berry,0.39422238
Gerald Johnson,Elsie Garza,0.47779867
Billy Collins,Kevin Howard,0.27580902
Teresa Patterson,Octavia Bowling,0.4024959
Monica Luna,Helen Figueroa,0.35821608
Ruby Hernandez,Sheila Bradley,0.6871495
Hertha Mcgovern,Callie Mcreynolds,0.481061
Samuel Sanchez,Kirsten Hibbard,0.36658025
Rogelio Gibbs,Theresa Morris,0.43633458
Kerstin Hahn,Denis Lindley,0.45986947
Russell James,Stacey Richards,0.17876843
Judy Morris,Brittny Fanning,0.43628332
Katherine Hill,Ernestine Williamson,0.389531
Albert Smith,Nichole Watson,0.22539231
Eunice Becker,Mia Fish,0.3758434
Brandon Morton,Jaime Smith,0.4000927
Alma Hernandez,Margene Conyers,0.62035227
Katherine Moore,Eldridge Ryder,0.70159733
Sandra James,Ramona Fowler,0.47033653
Tilda Harter,Isaura Lemus,0.12611711
Cesar Hardy,Ervin Mccormick,0.5274638
Lula Sherman,Kristin Berry,0.3035322
Jeffrey Butler,Felipe Wong,0.18435714
Andrew Garcia,Byron Young,0.38067764
Leo Leonard,Marion Baker,0.25729018
Carroll Newman,Joyce Wilkins,0.3345703
Connie Gibson,Mariela Bernal,0.2895353
Jeffrey Wood,Randal Hudson,0.15309265
Sarah Russell,Gayle Frazier,0.31672856
Fred Hill,Wilbur Blair,0.3919833
Bobbie Wilkins,Doreen Carroll,0.19575986
Randy Harris,Kathy Diaz,0.2987557
Miriam Dixon,Ellie Lebron,0.46713355
Carl Ramirez,Charles Martinez,0.67177796
Velma Simon,Debbie Jennings,0.27346423
Phyllis Reed,Marion Palmer,0.39978823
Vicki Hansen,Lynn Elliott,0.41769072
Jose Peterson,Jennie Terry,0.54300594
Gregory Ross,Nichole Watson,0.5778705
Diana Roberts,Melba Gonzales,0.4473519
Laura Russell,Keith Dean,0.32616103
Janet Tucker,Elizabeth Walters,0.2631102
Diana Roberts,Lynette Terry,0.4407629
Andrea Russell,Elsie Garza,0.5627668
Freda Hardy,Consuelo Cordova,0.30244678
Lynn Elliott,Oneida Arias,0.4764721
Amanda Howell,Patrick Parker,0.27936107
Laura Russell,Kerry Lambert,0.46482572
Tanisha Conklin,Adena Mobley,0.16507274
Archie Jensen,Tyisha Maness,0.37077597
Clifton Boone,Mandy Lawrence,0.49041876
Elisa Lynch,Lindsay Lyons,0.5069221
Erika Taylor,Angelica Blake,0.45268825
Guy Nunez,Tanisha Conklin,0.39104122
Vincent Francis,Karla Wong,0.35099268
