Source,Target,Weight
Susan Ramirez,Thao Montero,0.42261487
Margaret Griffin,Clifford Porter,0.20378268
Margaret Griffin,Della Fox,0.48793352
Margaret Griffin,Ella Hammond,0.36282322
Margaret Griffin,Miranda Green,0.51087624
Margaret Griffin,Pansy Boyle,0.40487954
Mark Harris,Tricia Mcgee,0.27319875
Mark Harris,Desiree Brock,0.45300746
Mark Harris,Stanley Porter,0.5553979
Mark Harris,Helena Grice,0.5405488
Mark Harris,Chantelle Graf,0.5170273
Mark Harris,Nickie Laflamme,0.4893179
Terry Bell,Alonzo Garner,0.20619404
Terry Bell,Jaime Collier,0.4180437
Terry Bell,Pansy Boyle,0.34648418
Terry Bell,Maire Woodall,0.26827794
Brenda Patterson,Bernard Mcbride,0.37830237
Brenda Patterson,Tesha Thiel,0.6466474
Brenda Patterson,Idell Collado,0.5625463
Gustavo Gibson,Velma Watson,0.30065885
Gustavo Gibson,Idell Collado,0.20763633
Percy Griffith,Grant Mack,0.24136493
Percy Griffith,Anne Nash,0.40750188
Percy Griffith,Dorsey Hatcher,0.53356415
Percy Griffith,Edison Boothe,0.31449947
Percy Griffith,Helena Grice,0.47218376
Lorraine Lloyd,Nicolas Romero,0.25170836
Lorraine Lloyd,Jill Greene,0.37103754
Lorraine Lloyd,Ramona Newman,0.5107294
Lorraine Lloyd,Dorsey Hatcher,0.5060574
Garrett Myers,Lauren Harper,0.54939437
Garrett Myers,Toni Spencer,0.26761702
Larry Phillips,Alonzo Garner,0.30889022
Larry Phillips,Nickie Laflamme,0.29713196
Tricia Mcgee,Helena Grice,0.39612803
Nancy Lloyd,Travis Saunders,0.38916185
Nancy Lloyd,Jasmine Burke,0.5251082
Nancy Lloyd,Taina Tubbs,0.69521356
Grant Mack,Clifford Porter,0.3880826
Grant Mack,Ramona Fowler,0.50593066
Alonzo Garner,Lauren Harper,0.3269232
Alonzo Garner,Pansy Boyle,0.32699606
Alonzo Garner,Annemarie Villa,0.4941836
Alonzo Garner,Brittny Fanning,0.24100605
Alonzo Garner,Edison Boothe,0.24471876
Alonzo Garner,Helena Grice,0.3628047
Bernard Mcbride,Helena Grice,0.2662961
Bernard Mcbride,Chantelle Graf,0.3686502
Bernard Mcbride,Ambrose Sampson,0.33612993
Bernard Mcbride,Thao Montero,0.40180242
Travis Saunders,Ramona Fowler,0.25107068
Clifford Porter,Stanley Porter,0.16497184
Clifford Porter,Brittany Silva,0.13381873
Desiree Brock,Brittany Silva,0.31362176
Desiree Brock,Tesha Thiel,0.23218432
Desiree Brock,Idell Collado,0.26331562
Teresa Sullivan,Nicolas Romero,0.330155
Ellen Huff,Ramona Newman,0.30214876
Glenn Martinez,Ricky Lindsey,0.36798844
Glenn Martinez,Ella Hammond,0.5891008
Glenn Martinez,Ramona Newman,0.7813035
Stanley Porter,Ramona Fowler,0.46766663
Stanley Porter,Melba Long,0.37844414
Stanley Porter,Ebony Collins,0.34575036
Stanley Porter,Pansy Boyle,0.28214133
Lyle Yates,Bradley Brooks,0.75010705
Lyle Yates,Ramona Newman,0.21699238
Lyle Yates,Pilar Crowell,0.5092756
Nicolas Romero,Tesha Thiel,0.26301715
Bradley Brooks,Velma Watson,0.4859575
Bradley Brooks,Ellen Bishop,0.21867222
Bradley Brooks,Pilar Crowell,0.41227373
Della Fox,Jasmine Burke,0.53125215
Lauren Harper,Jill Greene,0.2196899
Lauren Harper,Piedad Southerland,0.29422715
Lauren Harper,Nickie Laflamme,0.17485633
Lauren Harper,Taina Tubbs,0.17064123
Jill Greene,Faith Carter,0.21619684
Jaime Collier,Jasmine Burke,0.43293485
Ramona Fowler,Taina Tubbs,0.29700583
Velma Watson,Jasmine Burke,0.1773079
Velma Watson,Pansy Boyle,0.32836142
Velma Watson,Dorsey Hatcher,0.38916138
Faith Carter,Ella Hammond,0.26233727
Faith Carter,Miranda Green,0.46137238
Ellen Bishop,Ebony Collins,0.5937867
Ellen Bishop,Pilar Crowell,0.40402493
Ella Hammond,Maire Woodall,0.14966303
Lindsay Reese,Chantelle Graf,0.44793993
Lindsay Reese,Tesha Thiel,0.39759374
Lindsay Reese,Taina Tubbs,0.5140079
Miranda Green,Ambrose Sampson,0.2295542
Jasmine Burke,Freda Hardy,0.30794212
Jasmine Burke,Chantelle Graf,0.20583546
Toni Spencer,Ebony Collins,0.44160506
Toni Spencer,Helena Grice,0.293784
Toni Spencer,Taina Tubbs,0.44390097
Freda Hardy,Dorsey Hatcher,0.123507306
Freda Hardy,Edison Boothe,0.39498365
Freda Hardy,Taina Tubbs,0.21301177
Ebony Collins,Taina Tubbs,0.046593037
Piedad Southerland,Chantelle Graf,0.38555473
Piedad Southerland,Thao Montero,0.42559513
Annemarie Villa,Aleshia Barham,0.5002045
Annemarie Villa,Maire Woodall,0.32557178
Edison Boothe,Ambrose Sampson,0.27941683
Helena Grice,Ambrose Sampson,0.2352714
Chantelle Graf,Aleshia Barham,0.39925763
Audrea Belanger,Aleshia Barham,0.4041437
Ann Cook,Jason Gray,0.39341697
Ann Cook,Ralph Norris,0.40531746
Ann Cook,Rita Sherman,0.2949135
Ann Cook,Traci Day,0.4004433
Ann Cook,Sheldon Curry,0.40251216
Ann Cook,Doreen Carroll,0.19062194
Ann Cook,Jamila Abreu,0.32433948
Ann Cook,Frank Michael,0.31435904
Beverly Parker,Craig Gonzalez,0.37340695
Beverly Parker,Andrew Price,0.3088734
Beverly Parker,Nicole Evans,0.2951103
Beverly Parker,Kristine Ross,0.25167865
Beverly Parker,Shelia Manning,0.3114471
Beverly Parker,Maxine Cross,0.6162917
Beverly Parker,Muriel Hicks,0.346501
Beverly Parker,Charlene Stevens,0.20919564
Beverly Parker,Ping Curtin,0.3546113
Beverly Parker,Obdulia Salter,0.27057105
Judy Morris,Alan Miller,0.35812148
Judy Morris,Brian Gonzalez,0.5158894
Judy Morris,Kevin Long,0.4125391
Judy Morris,Krystal Manning,0.42583573
Judy Morris,Russell Nash,0.3343555
Judy Morris,Abel Cole,0.5428908
Judy Morris,Yolanda Dean,0.4490825
Judy Morris,Ronald Sharp,0.35106868
Judy Morris,Rick Harris,0.47255915
Judy Morris,Connie Gibson,0.37584746
Judy Morris,Ali Bergeron,0.318381
Judy Morris,Tyree Osullivan,0.5335241
George Clark,Louise Butler,0.30648974
George Clark,Sean Price,0.38713628
George Clark,Irene Perry,0.28351623
George Clark,Fred Hill,0.30875894
George Clark,Kenneth Ross,0.23832032
George Clark,Joan Rivera,0.3027628
George Clark,Jeffrey Butler,0.20778206
George Clark,Valerie Lopez,0.3714783
George Clark,Latoya Erickson,0.200438
George Clark,Melanie Elliott,0.19162637
George Clark,Kristin Sanders,0.29386958
George Clark,Meg Cable,0.2827803
George Clark,Carmel Knutson,0.1763142
George Clark,Kourtney Valentin,0.20709386
David Scott,Lisa Thomas,0.18349244
David Scott,Joshua Scott,0.15341339
David Scott,Ashley Mitchell,0.27367878
David Scott,Molly Murray,0.14624926
David Scott,Abel Cole,0.32547748
David Scott,Raymond Swanson,0.2155388
David Scott,Shelia Manning,0.16849089
David Scott,Diane Saunders,0.30843347
David Scott,Elias Silva,0.22863129
David Scott,Robert Casey,0.23774669
David Scott,Glenda Jennings,0.26144165
David Scott,Charlene Stevens,0.3511307
David Scott,Teresa Conner,0.15384306
Lori Anderson,Robert Cooper,0.30910587
Lori Anderson,Craig Gonzalez,0.3075265
Lori Anderson,Samuel Sanchez,0.29421246
Lori Anderson,Dorothy Carter,0.31494167
Lori Anderson,Shelia Manning,0.2800826
Lori Anderson,Robert Casey,0.24538165
Lori Anderson,Glenda Jennings,0.33035025
Lori Anderson,June Hawkins,0.29816917
Lori Anderson,Myrtle Parsons,0.4334871
Lori Anderson,Normand Conklin,0.3226415
Lori Anderson,Obdulia Salter,0.26964352
Louise Butler,Henry Perry,0.25130296
Louise Butler,Clarence Diaz,0.4605778
Louise Butler,Sean Price,0.3208989
Louise Butler,Jeffrey Butler,0.20371178
Louise Butler,Raymond Swanson,0.49799126
Louise Butler,Lindsey Beck,0.30116192
Louise Butler,Sheldon Curry,0.43874454
Louise Butler,Eddie Buchanan,0.44692153
Louise Butler,Janie Anderson,0.36008587
Louise Butler,Sara Shaw,0.4304788
Louise Butler,Nakia Arreola,0.41686627
Louise Butler,Kerstin Hahn,0.37989005
Louise Butler,Frank Michael,0.3880174
Maria Jenkins,Angela Garcia,0.2593815
Maria Jenkins,Philip Torres,0.29147378
Maria Jenkins,Sonja Reed,0.16271727
Maria Jenkins,Rita Sherman,0.28733045
Maria Jenkins,Nicole Hill,0.28442103
Maria Jenkins,Molly Murray,0.24880928
Maria Jenkins,Dan Delgado,0.36111435
Maria Jenkins,Helen Padilla,0.23020586
Maria Jenkins,Brandon Morton,0.18398063
Maria Jenkins,Lynn Hines,0.3165329
Maria Jenkins,Brandi Lowe,0.18992345
Maria Jenkins,Ana Cook,0.20904055
Maria Jenkins,Hsiu Alcorn,0.36976185
Maria Jenkins,Shirl Frame,0.22077057
Alan Miller,Louise Williams,0.1819845
Alan Miller,Craig Gonzalez,0.2531344
Alan Miller,Daisy Gross,0.19151522
Alan Miller,Bessie Bell,0.3809143
Alan Miller,Ignacio Medina,0.47275507
Alan Miller,Kristy Drake,0.31879428
Alan Miller,Vivian Harris,0.4870063
Alan Miller,Warren Bridges,0.46990818
Alan Miller,Rick Harris,0.36520582
Alan Miller,Angel Chandler,0.41004547
Alan Miller,Erika Taylor,0.27860653
Alan Miller,Norma Kelley,0.35952675
Alan Miller,Grace Luna,0.3897497
Jimmy Reed,Alice Jones,0.28887978
Jimmy Reed,Irene Perry,0.2590157
Jimmy Reed,Fred Hill,0.34413648
Jimmy Reed,Doris Turner,0.28379324
Jimmy Reed,Beverly Taylor,0.18252589
Jimmy Reed,Angelica Howard,0.31254217
Jimmy Reed,Norman Bryant,0.24668962
Jimmy Reed,Allan Sullivan,0.24753067
Jimmy Reed,Edgar Hodges,0.30683586
Jimmy Reed,Theodore Jones,0.34158245
Jimmy Reed,Ethel Long,0.27601984
Jimmy Reed,Chase Kitchens,0.3107959
Andrea Turner,Teresa Patterson,0.46625245
Andrea Turner,Ashley Mitchell,0.38052773
Andrea Turner,Julie Henderson,0.17988935
Andrea Turner,Joan Rivera,0.39386672
Andrea Turner,Gregory Newton,0.46699846
Andrea Turner,Latoya Erickson,0.15800819
Andrea Turner,Lori Watkins,0.36528572
Andrea Turner,Sheila Bradley,0.30500665
Andrea Turner,Lynette Baker,0.27841136
Andrea Turner,Ali Bergeron,0.25795412
Andrea Turner,Tinisha Russ,0.3828674
Andrea Turner,Frank Michael,0.36774874
Alice Jones,Kenneth Ross,0.24782798
Alice Jones,Willie Young,0.31732768
Alice Jones,Anna Howard,0.3606503
Alice Jones,Beverly Taylor,0.29689932
Alice Jones,Ralph Norris,0.17779681
Alice Jones,Ignacio Medina,0.16784957
Alice Jones,Brandy Adams,0.26303056
Alice Jones,Sheldon Curry,0.4105475
Alice Jones,Ronald Sharp,0.3152446
Alice Jones,Natasha Patton,0.36747608
Alice Jones,Muriel Hicks,0.32700482
Alice Jones,Jamila Abreu,0.29224887
Alice Jones,Obdulia Salter,0.24755734
Robert Cooper,Lois Smith,0.21072376
Robert Cooper,Jason Gray,0.22989085
Robert Cooper,Sean Price,0.2281737
Robert Cooper,Julie Henderson,0.34555542
Robert Cooper,Lillian Rogers,0.18612133
Robert Cooper,Ronald Murphy,0.23304826
Robert Cooper,Ralph Norris,0.21137911
Robert Cooper,Vivian Harris,0.24724367
Robert Cooper,Warren Bridges,0.3110384
Robert Cooper,Ronald Sharp,0.45393038
Robert Cooper,Sara Shaw,0.23410836
Robert Cooper,Maxine Cross,0.24922594
Robert Cooper,Alma Hernandez,0.15216938
Robert Cooper,June Hawkins,0.17076956
Robert Cooper,Myrtle Parsons,0.31097358
Robert Cooper,Ali Bergeron,0.34686533
Robert Cooper,Nakia Arreola,0.32156333
Robert Cooper,Shirl Frame,0.18742272
Robert Cooper,Tamisha Nunes,0.3679793
Robert Cooper,Mia Fish,0.2751116
Mary Williams,Margaret Evans,0.12961438
Mary Williams,Kevin Morgan,0.2370224
Mary Williams,Joshua Jackson,0.14288656
Mary Williams,Willie Young,0.35415742
Mary Williams,Philip Torres,0.2804869
Mary Williams,Jeffrey Butler,0.28125894
Mary Williams,Orville Dean,0.31161657
Mary Williams,Sue Rodriquez,0.32740438
Mary Williams,June Hawkins,0.31557703
Mary Williams,Joyce Malone,0.21477169
Mary Williams,Ellie Lebron,0.25719342
Lisa Thomas,Louise Williams,0.3843416
Lisa Thomas,Craig Gonzalez,0.35697508
Lisa Thomas,Irene Perry,0.24702373
Lisa Thomas,Albert Smith,0.3033389
Lisa Thomas,Julie Henderson,0.33885843
Lisa Thomas,Kelly Green,0.38834286
Lisa Thomas,Doris Henderson,0.15149444
Lisa Thomas,Angelica Howard,0.17210364
Lisa Thomas,Christie Morris,0.099605545
Lisa Thomas,Leah Mcbride,0.23606497
Lisa Thomas,Brandy Adams,0.32831421
Lisa Thomas,Kimberly Lowe,0.26118654
Lisa Thomas,Bridget Moran,0.1914559
Lisa Thomas,Marsha Campbell,0.16734326
Lisa Thomas,Alex Madrid,0.11183503
Joe Nelson,Carolyn Ross,0.23930669
Joe Nelson,Joshua Scott,0.30745253
Joe Nelson,Rachel Barnes,0.41521147
Joe Nelson,Julia Allen,0.48046076
Joe Nelson,Nicole Evans,0.18869331
Joe Nelson,Jane Campbell,0.32308078
Joe Nelson,Daisy Gross,0.46129036
Joe Nelson,Vivian Harris,0.38463643
Joe Nelson,Helen Figueroa,0.30201527
Joe Nelson,Kristine Schultz,0.29571623
Joe Nelson,Latarsha Daugherty,0.33144784
Joe Nelson,Ping Curtin,0.30541405
Joe Nelson,Lamont Eller,0.24411294
Joe Nelson,Tinisha Russ,0.3349456
Lois Smith,Teresa Patterson,0.37679574
Lois Smith,Anna Martin,0.4429029
Lois Smith,Ryan Thompson,0.42291203
Lois Smith,Larry Bennett,0.40438923
Lois Smith,John Diaz,0.42149296
Lois Smith,Ernest Brooks,0.37967137
Lois Smith,Julia Allen,0.19939816
Lois Smith,Herman Sanders,0.3430652
Lois Smith,Frances Carpenter,0.5044704
Lois Smith,Janie Anderson,0.3701886
Lois Smith,Dawn Powell,0.35966405
Lois Smith,Connie Gibson,0.3198633
Lois Smith,Teresa Conner,0.49689233
Lois Smith,Hsiu Alcorn,0.45127046
Christine Howard,Heather Bell,0.57449496
Christine Howard,Richard Stewart,0.1497879
Christine Howard,Donna Powell,0.2418935
Christine Howard,Kenneth Ross,0.4353176
Christine Howard,Roland Stevenson,0.30662873
Christine Howard,Latoya Erickson,0.25239214
Christine Howard,Homer Bradley,0.34556165
Christine Howard,Ida Reed,0.22266454
Christine Howard,Jaime Howell,0.31550387
Christine Howard,Narcisa Clarkson,0.37765148
Jason Gray,Brian Gonzalez,0.34534663
Jason Gray,Heather Bell,0.36195892
Jason Gray,Andrew Washington,0.369688
Jason Gray,Cynthia Miller,0.13847342
Jason Gray,Joan Rivera,0.26974267
Jason Gray,Judy Green,0.3943825
Jason Gray,Daisy Gross,0.44599748
Jason Gray,Norman Harris,0.35226044
Jason Gray,Essie Bowers,0.35438603
Jason Gray,Shannon Wood,0.19769853
Jason Gray,Kim Marsh,0.29684517
Jason Gray,Alma Hernandez,0.18606277
Jason Gray,Brenda Jackson,0.33101183
Jason Gray,Leoma Bledsoe,0.34442663
Jason Gray,Alex Madrid,0.40059263
Jason Gray,Nakia Arreola,0.38848048
Jason Gray,Ellie Lebron,0.2804541
Jason Gray,Tyree Osullivan,0.31129172
Aaron James,Laura Russell,0.37168396
Aaron James,Kathryn Brooks,0.2222144
Aaron James,Norman Harris,0.24340418
Aaron James,Ashley Bishop,0.16288866
Aaron James,Norman Bryant,0.19356588
Aaron James,Valerie Lopez,0.26848942
Aaron James,Russell Nash,0.18286988
Aaron James,Abel Cole,0.28259936
Aaron James,Sabrina Newton,0.14116894
Aaron James,Kristy Drake,0.25547177
Aaron James,Rickey Jackson,0.2937213
Aaron James,Edgar Hodges,0.13539658
Aaron James,Philip Boone,0.27237776
Aaron James,Erika Taylor,0.21299216
Aaron James,Muriel Hicks,0.2270304
Aaron James,Charlene Stevens,0.29249057
Aaron James,Silvia Carroll,0.32850558
Aaron James,Shemeka Folse,0.20215786
Aaron James,Carmel Knutson,0.084486574
Aaron James,Obdulia Salter,0.12426785
Aaron James,Mia Fish,0.14115377
Aaron James,Michel Snipes,0.12748478
Aaron James,Demetrius Forbes,0.20822147
Brian Gonzalez,Clarence Diaz,0.198953
Brian Gonzalez,Louise Williams,0.31274956
Brian Gonzalez,Louise Barnes,0.39432654
Brian Gonzalez,Brandon Morton,0.28522864
Brian Gonzalez,Kristy Drake,0.16954005
Brian Gonzalez,Allison Jennings,0.2671482
Brian Gonzalez,Shannon Wood,0.33481556
Brian Gonzalez,Everett James,0.44251135
Brian Gonzalez,Lori Watkins,0.31555128
Brian Gonzalez,Meg Cable,0.16868688
Brian Gonzalez,Summer Lachance,0.24138427
Brian Gonzalez,Shirl Frame,0.2695947
Brian Gonzalez,Michel Snipes,0.24945733
Margaret Evans,Albert Smith,0.36912772
Margaret Evans,Rachel Barnes,0.4047333
Margaret Evans,Kevin Long,0.347541
Margaret Evans,David Richardson,0.33963042
Margaret Evans,Angelica Howard,0.26992643
Margaret Evans,Krystal Manning,0.25104043
Margaret Evans,Russell Nash,0.23445976
Margaret Evans,Raymond Swanson,0.29991838
Margaret Evans,Marsha Campbell,0.16556261
Margaret Evans,Tiffany Strickland,0.4104906
Margaret Evans,Hsiu Alcorn,0.30121168
Henry Perry,Ryan Thompson,0.4094701
Henry Perry,Irene Perry,0.40969297
Henry Perry,Ernest Brooks,0.3538202
Henry Perry,Rachel Barnes,0.2639197
Henry Perry,Kevin Long,0.2733902
Henry Perry,Nicole Evans,0.37488252
Henry Perry,Janice Neal,0.34991843
Henry Perry,Guadalupe Santos,0.5174519
Henry Perry,Colin Watson,0.42783886
Henry Perry,Natasha Patton,0.44676405
Henry Perry,Grace Luna,0.43490884
Henry Perry,Hsiu Alcorn,0.35302353
Heather Bell,Kevin Morgan,0.20720062
Heather Bell,Joan Rivera,0.27081054
Heather Bell,Lynn Hines,0.4919384
Heather Bell,Kristy Drake,0.27116272
Heather Bell,Erika Taylor,0.37792587
Heather Bell,Connie Gibson,0.24106315
Heather Bell,Ping Curtin,0.35083073
Heather Bell,Nubia Dumas,0.30673087
Andrew Washington,Judy Green,0.5808602
Andrew Washington,Dorothy Carter,0.38180906
Andrew Washington,Mitchell Patton,0.57568663
Andrew Washington,Douglas Reyes,0.49032235
Andrew Washington,Daisy Gross,0.46250564
Andrew Washington,Donna Elliott,0.5886027
Andrew Washington,Abel Cole,0.42508316
Andrew Washington,Tonya Carroll,0.64494085
Andrew Washington,Allison Jennings,0.41925684
Andrew Washington,Elias Silva,0.5168409
Andrew Washington,Maxine Cross,0.29178473
Clarence Diaz,Rebecca Jenkins,0.17683959
Clarence Diaz,Lillian Rogers,0.37406534
Clarence Diaz,Virginia Wood,0.22828221
Clarence Diaz,Doris Henderson,0.50495213
Clarence Diaz,Sonja Reed,0.4090169
Clarence Diaz,Helen Padilla,0.33633897
Clarence Diaz,Johnathan Simpson,0.40355667
Clarence Diaz,Russell Nash,0.37318853
Clarence Diaz,Sheldon Curry,0.40764618
Clarence Diaz,Angelo Obrien,0.34244025
Clarence Diaz,Gretchen Sullivan,0.47776783
Clarence Diaz,Ana Cook,0.30281276
Clarence Diaz,Maxine Cross,0.24210402
Clarence Diaz,Muriel Houston,0.39709175
Clarence Diaz,Kristine Schultz,0.4579671
Clarence Diaz,Chase Kitchens,0.45517617
Kevin Morgan,Joshua Scott,0.13590424
Kevin Morgan,Carolyn Bennett,0.33013338
Kevin Morgan,Kristine Ross,0.2549942
Kevin Morgan,Melanie Wells,0.26255614
Kevin Morgan,Abel Cole,0.3796521
Kevin Morgan,Tonya Carroll,0.27446747
Kevin Morgan,Robert Casey,0.28933617
Kevin Morgan,Adrian Phillips,0.28663948
Kevin Morgan,Geraldine Colon,0.3456184
Kevin Morgan,Sheila Bradley,0.22096464
Kevin Morgan,Alex Madrid,0.24070984
Jeffrey Wood,Louise Barnes,0.4853546
Jeffrey Wood,Ronald Evans,0.20719314
Jeffrey Wood,Jack Bell,0.39569777
Jeffrey Wood,Guadalupe Santos,0.3846577
Jeffrey Wood,Allison Jennings,0.4955536
Jeffrey Wood,Alma Hernandez,0.46360695
Jeffrey Wood,Connie Gibson,0.49559104
Jeffrey Wood,Marsha Campbell,0.4053945
Jeffrey Wood,Ethel Long,0.39067292
Jeffrey Wood,Trisha Littlefield,0.3507947
Jeffrey Wood,Shemeka Folse,0.4461903
Carl Ramirez,Julie Simmons,0.32134518
Carl Ramirez,Ralph Norris,0.33756137
Carl Ramirez,Diane Saunders,0.23568073
Carl Ramirez,Sheldon Curry,0.36695853
Carl Ramirez,Ronald Sharp,0.36581865
Carl Ramirez,Ida Reed,0.5135175
Carl Ramirez,June Hawkins,0.3991938
Carl Ramirez,Jaime Howell,0.37081274
Carl Ramirez,Trisha Littlefield,0.27921894
Carl Ramirez,Ping Curtin,0.4148474
Carl Ramirez,Obdulia Salter,0.5158484
Carl Ramirez,Reta Hawley,0.48195308
Kimberly Bailey,Richard Stewart,0.27102187
Kimberly Bailey,Kelly Smith,0.3846487
Kimberly Bailey,Nicole Hill,0.26055074
Kimberly Bailey,Johnathan Simpson,0.2869842
Kimberly Bailey,Misty Hill,0.37902677
Kimberly Bailey,Alma Hernandez,0.37622407
Kimberly Bailey,Ethel Long,0.24255136
Kimberly Bailey,Consuelo Cordova,0.25391358
Kimberly Bailey,Remedios Delagarza,0.2657344
Amanda Sanders,Jeffrey Butler,0.25317013
Amanda Sanders,Christie Morris,0.2355237
Amanda Sanders,Allison Hall,0.15814658
Amanda Sanders,Brandon Morton,0.12824596
Amanda Sanders,Lori Watkins,0.23202112
Amanda Sanders,Helen Figueroa,0.3299495
Amanda Sanders,Doreen Carroll,0.29473713
Amanda Sanders,Jaime Howell,0.18880767
Amanda Sanders,Ethel Long,0.31598526
Amanda Sanders,Ping Curtin,0.2667826
Amanda Sanders,Nakia Arreola,0.2375224
Amanda Sanders,Tinisha Russ,0.3639141
Amanda Sanders,Narcisa Clarkson,0.22364777
Amanda Sanders,Shirl Frame,0.36350453
Angela Garcia,Molly Murray,0.3186961
Angela Garcia,Valerie Lopez,0.31440845
Angela Garcia,Kim Marsh,0.27386138
Angela Garcia,Leah Pierce,0.26486686
Angela Garcia,Charlene Stevens,0.5141715
Angela Garcia,Deandre Ferris,0.24578118
Angela Garcia,Shemeka Folse,0.25272837
Angela Garcia,Obdulia Salter,0.29201177
Angela Garcia,Reta Hawley,0.35060856
Louise Williams,Teresa Patterson,0.507687
Louise Williams,Judy Green,0.50930035
Louise Williams,Russell Nash,0.32683444
Louise Williams,Dorothy Guerrero,0.5344796
Louise Williams,Narcisa Clarkson,0.44302034
Louise Williams,Consuelo Cordova,0.60534906
Teresa Patterson,Cynthia Miller,0.15843956
Teresa Patterson,Kevin Long,0.22371867
Teresa Patterson,Jeffrey Butler,0.22028023
Teresa Patterson,Brandy Adams,0.14228538
Teresa Patterson,Willie Schneider,0.2665515
Teresa Patterson,Kimberly Lowe,0.21087262
Teresa Patterson,Alma Hernandez,0.15607741
Teresa Patterson,Summer Lachance,0.17600514
Teresa Patterson,Hal Richie,0.18811695
Teresa Patterson,Mia Fish,0.22002935
Teresa Patterson,Demetrius Forbes,0.23165452
Craig Gonzalez,Fred Hill,0.403356
Craig Gonzalez,Kevin Long,0.31541458
Craig Gonzalez,Gilbert Roberts,0.5782768
Craig Gonzalez,Sabrina Newton,0.3221031
Craig Gonzalez,Thelma Bowman,0.35930523
Craig Gonzalez,Gretchen Sullivan,0.29206192
Craig Gonzalez,Ida Reed,0.28051353
Craig Gonzalez,Tinisha Russ,0.41922662
Craig Gonzalez,Kerstin Hahn,0.41985682
Craig Gonzalez,Michel Snipes,0.22739193
Richard Stewart,Joe Simmons,0.36223623
Richard Stewart,Mary Price,0.29252338
Richard Stewart,Rose Carter,0.2503954
Richard Stewart,Doris Henderson,0.31576994
Richard Stewart,Orville Dean,0.4111366
Richard Stewart,Robert Casey,0.41616002
Richard Stewart,Bethany Underwood,0.54728144
Richard Stewart,Doreen Carroll,0.25519952
Richard Stewart,Marsha Campbell,0.31963322
Richard Stewart,Hsiu Alcorn,0.29248092
